adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001140361-24-045834	790359	NBT BANCORP INC	6021	US	NY	NORWICH	13815	52 S BROAD ST		6073372265	US	NY	NORWICH	13815	52 S. BROAD STREET		US	DE	161268674			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-08 16:01:00.0	0	1	ef20034491_10q_htm.xml	1	
0000950170-24-125312	1850270	PROKIDNEY CORP.	2836	US	NC	WINSTON-SALEM	27103	2000 FRONTIS PLAZA BLVD.	SUITE 250	336-999-7028	US	NC	WINSTON-SALEM	27103	2000 FRONTIS PLAZA BLVD.	SUITE 250	KY		981586514	SOCIAL CAPITAL SUVRETTA HOLDINGS CORP. III	20210310	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:03:00.0	0	1	prok-20240930_htm.xml	1	
0001214659-24-018311	1455741	RIDGEWOOD ENERGY X FUND, LLC	1382	US	TX	HOUSTON	77077	1254 ENCLAVE PARKWAY		201-447-9000	US	TX	HOUSTON	77077	1254 ENCLAVE PARKWAY		US	DE	260870318			4-NON	0	1231	10-Q	20240930	2024	Q3	20241104	2024-11-04 11:29:00.0	0	1	x101124010q_htm.xml	1	
0000950170-24-125580	1724965	TALOS ENERGY INC.	1311	US	TX	HOUSTON	77002	333 CLAY STREET	SUITE 3300	713-328-3000	US	TX	HOUSTON	77002	333 CLAY STREET	SUITE 3300	US	DE	823532642	SAILFISH ENERGY HOLDINGS CORP	20171211	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:44:00.0	0	1	talo-20240930_htm.xml	1	
0001509991-24-000087	1509991	KOSMOS ENERGY LTD.	1311	US	TX	DALLAS	75231	8176 PARK LANE	SUITE 500	(214) 445-9600	US	TX	DALLAS	75231	8176 PARK LANE	SUITE 500	US	DE	980686001			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241104	2024-11-04 11:49:00.0	0	1	kos-20240930_htm.xml	1	
0001493152-24-043911	1862461	REAL BROKERAGE INC	6531	US	FL	MIAMI	33131	701 BRICKELL AVENUE, 17TH FLOOR		646-469-7107	US	FL	MIAMI	33131	701 BRICKELL AVENUE, 17TH FLOOR		CA	ON	000000000				0	1231	6-K	20240930	2024	Q3	20241107	2024-11-07 07:01:00.0	0	1	form6-k_htm.xml	1	
0000950170-24-123385	1861795	DEFINITIVE HEALTHCARE CORP.	7372	US	MA	FRAMINGHAM	01701	492 OLD CONNECTICUT PATH, SUITE 401		508-720-4224	US	MA	FRAMINGHAM	01701	492 OLD CONNECTICUT PATH, SUITE 401		US	DE	000000000	DEFINITIVE HEALTHCARE	20210512	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:20:00.0	0	1	dh-20240930_htm.xml	1	
0001410578-24-002088	6207	AMREP CORP.	6552	US	PA	HAVERTOWN	19083	850 WEST CHESTER PIKE	SUITE 205	610-487-0905	US	PA	HAVERTOWN	19083	850 WEST CHESTER PIKE	SUITE 205	US	OK	590936128	AMREP CORP	19920703	4-NON	0	0430	10-Q	20241031	2025	Q2	20241213	2024-12-13 16:32:00.0	0	1	axr-20241031x10q_htm.xml	1	
0000950170-24-122267	1526520	TRIPADVISOR, INC.	7370	US	MA	NEEDHAM	02494	400 1ST AVENUE		781-800-5800	US	MA	NEEDHAM	02494	400 1ST AVENUE		US	DE	800743202			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:06:00.0	0	1	trip-20240930_htm.xml	1	
0000950170-24-124333	1802156	XPONENTIAL FITNESS, INC.	7990	US	CA	IRVINE	92614	17877 VON KARMAN AVE	SUITE 100	6507522078	US	CA	IRVINE	92614	17877 VON KARMAN AVE	SUITE 100	US	DE	844395129			2-ACC	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-08 19:47:00.0	0	1	xpof-20240930_htm.xml	1	
0001628280-24-045364	882796	BIOCRYST PHARMACEUTICALS INC	2836	US	NC	DURHAM	27703	4505 EMPEROR BOULEVARD	SUITE 200	919-859-1302	US	NC	DURHAM	27703	4505 EMPEROR BOULEVARD	SUITE 200	US	DE	621413174			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241105	2024-11-05 17:19:00.0	0	1	bcrx-20240930_htm.xml	1	
0001466258-24-000243	1466258	TRANE TECHNOLOGIES PLC	3822	IE		CO. DUBLIN	00000	170/175 LAKEVIEW DRIVE	AIRSIDE BUSINESS PARK, SWORDS,	732-652-7000	US	NC	DAVIDSON	28036	C/O TRANE TECHNOLOGIES	800-E BEATY STREET	IE		000000000	INGERSOLL-RAND PLC	20090612	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 13:53:00.0	0	1	tt-20240930_htm.xml	1	
0001213900-24-086614	1381871	BOWMO, INC.	7371	US	NY	NEW YORK	10022	208 EAST 51ST STREET	#208	646-893-1112	US	NY	NEW YORK	10022	208 EAST 51ST STREET	#208	US	WY	264144571	CRUZANI, INC.	20181005	4-NON	0	1231	10-K	20231231	2023	FY	20241009	2024-10-09 16:06:00.0	0	1	ea0214383-10k_bowmo_htm.xml	1	
0001628280-24-047832	1722010	OP BANCORP	6022	US	CA	LOS ANGELES	90017	1000 WILSHIRE BLVD., SUITE 500		213-892-1192	US	CA	LOS ANGELES	90017	1000 WILSHIRE BLVD., SUITE 500		US	CA	813114676			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 14:35:00.0	0	1	opbk-20240930_htm.xml	1	
0001482512-24-000094	1482512	HUDSON PACIFIC PROPERTIES, INC.	6500	US	CA	LOS ANGELES	90025	11601 WILSHIRE BLVD.	NINTH FLOOR	(310) 445-5700	US	CA	LOS ANGELES	90025	11601 WILSHIRE BLVD.	NINTH FLOOR	US	MD	271430478			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 17:06:00.0	0	1	hpp-20240930_htm.xml	2	1496264
0000900075-24-000030	900075	COPART INC	5500	US	TX	DALLAS	75254	14185 DALLAS PARKWAY	SUITE 300	972-391-5000	US	TX	DALLAS	75254	14185 DALLAS PARKWAY	SUITE 300	US	DE	942867490			1-LAF	0	0731	10-Q	20241031	2025	Q1	20241126	2024-11-26 16:57:00.0	0	1	cprt-20241031_htm.xml	1	
0001332349-24-000129	1332349	BROOKDALE SENIOR LIVING INC.	8050	US	TN	BRENTWOOD	37027	105 WESTWOOD PLACE	SUITE 400	(615) 221-2250	US	TN	BRENTWOOD	37027	105 WESTWOOD PLACE	SUITE 400	US	DE	203068069			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:20:00.0	0	1	bkd-20240930_htm.xml	1	
0001185185-24-001108	96885	TEL INSTRUMENT ELECTRONICS CORP	3670	US	NJ	EAST RUTHERFORD	07073	ONE BRANCA ROAD		2019331600	US	NJ	EAST RUTHERFORD	07073	ONE BRANCA ROAD		US	NJ	221441806			4-NON	0	0331	10-Q	20240930	2025	Q2	20241114	2024-11-14 11:01:00.0	0	1	telinstru20240930_10q_htm.xml	1	
0001585364-24-000141	1585364	PERRIGO CO PLC	2834	IE		DUBLIN 2	D02 TY74	THE SHARP BUILDING	HOGAN PLACE	269-673-8451	US	MI	ALLEGAN	49010	515 EASTERN AVENUE		IE		000000000	PERRIGO CO LTD	20130828	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:23:00.0	0	1	prgo-20240928_htm.xml	1	
0001213900-24-096886	1812173	VICARIOUS SURGICAL INC.	3842	US	MA	WALTHAM	02451	78 FOURTH AVENUE		(617) 868-1700	US	MA	WALTHAM	02451	78 FOURTH AVENUE		US	DE	000000000	D8 HOLDINGS CORP.	20200514	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 17:01:00.0	0	1	ea0218581-10q_vicarious_htm.xml	1	
0000950170-24-116872	1520262	ALKERMES PLC.	2834	IE		DUBLIN 4	00000	CONNAUGHT HOUSE	1 BURLINGTON ROAD	00-353-1-772-8000	IE		DUBLIN 4	00000	CONNAUGHT HOUSE	1 BURLINGTON ROAD			981007018	ANTLER SCIENCE TWO PLC	20110804	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241024	2024-10-24 09:15:00.0	0	1	alks-20240930_htm.xml	1	
0001628280-24-047932	1624512	BOXLIGHT CORP	8200	US	GA	DULUTH	30097	2750 PREMIERE PARKWAY,	SUITE 900	676-367-0809	US	GA	DULUTH	30097	2750 PREMIERE PARKWAY,	SUITE 900	US	NV	000000000	LOGICAL CHOICE CORP	20141106	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:39:00.0	0	1	boxl-20240930_htm.xml	1	
0001628280-24-044611	1705012	FAT BRANDS, INC	5812	US	CA	BEVERLY HILLS	90212	9720 WILSHIRE BLVD.,	SUITE 500	310-406-0600	US	CA	BEVERLY HILLS	90212	9720 WILSHIRE BLVD.,	SUITE 500	US	DE	821302696			4-NON	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 17:25:00.0	0	1	fat-20240929_htm.xml	1	
0000719733-24-000131	719733	KEY TRONIC CORP	3672	US	WA	SPOKANE	99216	4424 N. SULLIVAN ROAD		5099288000	US	WA	SPOKANE	99214	P O BOX 14687		US	WA	910849125			4-NON	0	0630	10-Q	20240930	2025	Q1	20241112	2024-11-12 14:38:00.0	0	1	ktcc-20240928_htm.xml	1	
0001993004-24-000102	1993004	NORTHWESTERN ENERGY GROUP, INC.	4931	US	SD	SIOUX FALLS	57108	3010 WEST 69TH STREET		605-978-2900	US	SD	SIOUX FALLS	57108	3010 WEST 69TH STREET		US	DE	932020320			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241029	2024-10-28 19:03:00.0	0	1	nwe-20240930_htm.xml	1	
0000109563-24-000104	109563	APPLIED INDUSTRIAL TECHNOLOGIES INC	5080	US	OH	CLEVELAND	44115-5056	ONE APPLIED PLAZA		216-426-4753	US	OH	CLEVELAND	44115-5056	ONE APPLIED PLAZA		US	OH	340117420	BEARINGS INC /OH/	19920703	1-LAF	0	0630	10-Q	20240930	2025	Q1	20241025	2024-10-25 10:56:00.0	0	1	ait-20240930_htm.xml	1	
0001213900-24-096948	1779523	MUZINICH BDC, INC.		US	NY	NEW YORK	10022	450 PARK AVENUE		212.888.3413	US	NY	NEW YORK	10022	450 PARK AVENUE		US	DE	000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 17:30:00.0	0	1	ea0220765-10q_muzinich_htm.xml	1	
0001636222-24-000132	1636222	WINGSTOP INC.	5812	US	TX	ADDISON	75001	15505 WRIGHT BROTHERS DRIVE		972-686-6500	US	TX	ADDISON	75001	15505 WRIGHT BROTHERS DRIVE		US	DE	000000000	WINGSTOP, INC.	20150323	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 16:12:00.0	0	1	wing-20240928_htm.xml	1	
0001493152-24-048768	1938534	FBS GLOBAL LTD	3990	SG		SINGAPORE	787498	74 TAGORE LANE,	#02-00 SINDO INDUSTRIAL	65 62857781	SG		SINGAPORE	787498	74 TAGORE LANE,	#02-00 SINDO INDUSTRIAL	KY		000000000			4-NON	0	1231	F-1	20240630			20241205	2024-12-05 09:25:00.0	0	1	formf-1_htm.xml	1	
0001477932-24-007579	1230524	LEOPARD ENERGY, INC.	8742	CH		LUGANO	6900	VIA TOMASO RODARI, 6 - 6900		41 79 1595013	CH		LUGANO	6900	VIA TOMASO RODARI, 6 - 6900		US	NV	900314205	CYBER APPS WORLD	20160113	4-NON	0	0731	10-K	20240731	2024	FY	20241122	2024-11-22 16:05:00.0	0	1	cyap_10k_htm.xml	1	
0001704720-24-000084	1704720	CANNAE HOLDINGS, INC.	5810	US	NV	LAS VEGAS	89134	C/O CANNAE HOLDINGS, INC.	1701 VILLAGE CENTER CIRCLE	702-323-7334	US	NV	LAS VEGAS	89134	C/O CANNAE HOLDINGS, INC.	1701 VILLAGE CENTER CIRCLE	US	DE	821273460			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:52:00.0	0	1	cnne-20240930_htm.xml	1	
0001651562-24-000058	1651562	COURSERA, INC.	7372	US	CA	MOUNTAIN VIEW	94041	381 E. EVELYN AVE.		6509639884	US	CA	MOUNTAIN VIEW	94041	381 E. EVELYN AVE.		US	DE	453560292			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:58:00.0	0	1	cour-20240930_htm.xml	1	
0001213900-24-098443	1800637	AGRIFY CORP	0700	US	MI	TROY	48084	2468 INDUSTRIAL ROW DRIVE		855-420-0020	US	MI	TROY	48084	2468 INDUSTRIAL ROW DRIVE		US	NV	300943453			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:16:00.0	0	1	ea0220741-10q_agrify_htm.xml	1	
0001781162-24-000009	1781162	MOMENTUS INC.	3760	US	CA	VENICE BEACH	90291	1345 ABBOT KINNEY BLVD.		2137936507	US	CA	VENICE BEACH	90291	1345 ABBOT KINNEY BLVD.		US	DE	841905538	STABLE ROAD ACQUISITION CORP.	20190628	4-NON	0	1231	10-Q	20240331	2024	Q1	20241015	2024-10-15 16:12:00.0	0	1	mnts-20240331_htm.xml	1	
0001213900-24-112669	1605888	ATLANTIC INTERNATIONAL CORP.	7363	US	NJ	ENGLEWOOD CLIFFS	07632	270 SYLVAN AVENUE	SUITE 2230	2018994470	US	NJ	ENGLEWOOD CLIFFS	07632	270 SYLVAN AVENUE	SUITE 2230	US	DE	465319744	SEQLL, INC.	20140417	4-NON	0	1231	S-4	20240930			20241226	2024-12-26 16:13:00.0	0	1	ea0225658-01_htm.xml	1	
0001079973-24-001482	1672886	ZHONG YUAN BIO-TECHNOLOGY HOLDINGS LTD	2833	HK		WANCHAI	00000	SUITE 901, TESBURY CENTRE,	28 QUEEN'S ROAD EAST	011 852 2919-8916	HK		WANCHAI	00000	SUITE 901, TESBURY CENTRE,	28 QUEEN'S ROAD EAST	KY		812310905	CHINA BIOTECH HOLDINGS LTD (DEL)	20170317	4-NON	0	0331	20-F	20240331	2023	FY	20241107	2024-11-07 17:10:00.0	0	1	zhybf_20f_htm.xml	1	
0001213900-24-095660	1905920	GALAXY PAYROLL GROUP LTD	8700	CN		HONG KONG	00000	25/F, OVEST, 77 WING LOK STREET	SHEUNG WAN	85231052622	CN		HONG KONG	00000	25/F, OVEST, 77 WING LOK STREET	SHEUNG WAN	VG		000000000			4-NON	0	0630	20-F	20240630	2024	FY	20241108	2024-11-08 10:44:00.0	0	1	ea0217525-20f_galaxy_htm.xml	1	
0001871509-24-000139	1871509	PORTILLO'S INC.	5812	US	IL	OAK BROOK	60523-1903	C/O THE PORTILLO RESTAURANT GROUP	2001 SPRING ROAD, SUITE 400	(630) 954-3773	US	IL	OAK BROOK	60523-1903	C/O THE PORTILLO RESTAURANT GROUP	2001 SPRING ROAD, SUITE 400	US	DE	871104304			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241105	2024-11-05 08:07:00.0	0	1	ptlo-20240929_htm.xml	1	
0001558370-24-014793	1519061	TRINSEO PLC	2821	US	PA	WAYNE	19087	440 EAST SWEDESFORD ROAD	SUITE 301	610-240-3200	US	PA	WAYNE	19087	440 EAST SWEDESFORD ROAD	SUITE 301	IE		000000000	TRINSEO S.A.	20110429	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 11:19:00.0	0	1	tse-20240930x10q_htm.xml	1	
0001692115-24-000114	1692115	SOUTHWEST GAS HOLDINGS, INC.	4923	US	NV	LAS VEGAS	89113	C/O SOUTHWEST GAS CORPORATION	8360 S. DURANGO DRIVE	702-876-7237	US	NV	LAS VEGAS	89113	C/O SOUTHWEST GAS CORPORATION	8360 S. DURANGO DRIVE	US	DE	813881866			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 08:18:00.0	0	1	swx-20240930_htm.xml	2	92416
0001601046-24-000159	1601046	KEYSIGHT TECHNOLOGIES, INC.	3823	US	CA	SANTA ROSA	95403	1400 FOUNTAINGROVE PARKWAY		8774244536	US	CA	SANTA ROSA	95403	1400 FOUNTAINGROVE PARKWAY		US	DE	464254555			1-LAF	1	1031	10-K	20241031	2024	FY	20241217	2024-12-17 16:06:00.0	0	1	keys-20241031_htm.xml	1	
0001131554-24-000099	1131554	SYNCHRONOSS TECHNOLOGIES INC	7371	US	NJ	BRIDGEWATER	08807	200 CROSSING BOULEVARD	3RD FLOOR	866-620-3940	US	NJ	BRIDGEWATER	08807	200 CROSSING BOULEVARD	3RD FLOOR			061594540			2-ACC	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:35:00.0	0	1	sncr-20240930_htm.xml	1	
0001683168-24-007095	1956955	UNUSUAL MACHINES, INC.	3663	US	FL	ORLANDO	32811	4677 L B MCLEOD RD	SUITE J	720-383-8983	US	FL	ORLANDO	32811	4677 L B MCLEOD RD	SUITE J	PR		660927642			4-NON	0	1231	S-1/A	20240630	2024	Q2	20241011	2024-10-11 16:03:00.0	0	1	unusual_s1a1_htm.xml	1	
0001493152-24-044483	1673504	ATLANTIS GLORY INC.	8742	CN		HONG KONG	00000	ROOM 2106, BEAUTIFUL GROUP TOWER	77 CONNAUGHT ROAD	86-18503010555	CN		HONG KONG	00000	ROOM 2106, BEAUTIFUL GROUP TOWER	77 CONNAUGHT ROAD	US	NV	383995730	SHENGSHI ELEVATOR INTERNATIONAL HOLDING GROUP INC.	20190911	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 06:34:00.0	0	1	form10-q_htm.xml	1	
0001628280-24-044485	1621563	SUMMIT MATERIALS, INC.	1400	US	CO	DENVER	80202	1550 WYNKOOP STREET, 3RD FLOOR		303-893-0012	US	CO	DENVER	80202	1550 WYNKOOP STREET, 3RD FLOOR		US	DE	471984212			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 12:35:00.0	0	1	sum-20240928_htm.xml	1	
0000946673-24-000033	946673	BANNER CORP	6022	US	WA	WALLA WALLA	99362	10 S FIRST AVENUE		5095273636	US	WA	WALLA WALLA	99362	10 S FIRST AVENUE		US	WA	911691604	FIRST WASHINGTON BANCORP INC /WA/	19980727	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241105	2024-11-05 15:23:00.0	0	1	banr-20240930_htm.xml	1	
0001493152-24-046782	891417	NANO MAGIC INC.	3470	US	MI	MICHIGAN	48071	31601 RESEARCH PARK DRIVE	MADISON HEIGHTS	844-273-6462	US	MI	MICHIGAN	48071	31601 RESEARCH PARK DRIVE	MADISON HEIGHTS	US	DE	760273345	NANO MAGIC HOLDINGS INC.	20210303	4-NON	0	1231	10-Q	20240930	2024	Q3	20241119	2024-11-19 15:28:00.0	0	1	form10-q_htm.xml	1	
0000950170-24-125352	1772704	GOLDMAN SACHS PRIVATE MIDDLE MARKET CREDIT II LLC		US	NY	NEW YORK	10282-2198	200 WEST STREET		212-902-1000	US	NY	NEW YORK	10282-2198	200 WEST STREET		US	DE	000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:08:00.0	0	1	ck0001772704-20240930_htm.xml	1	
0001032220-24-000094	1032220	MAXIMUS, INC.	7389	US	VA	MCLEAN	22102	ATTN: TREASURY DEPT.	1600 TYSONS BLVD, #1400	7032518500	US	VA	MCLEAN	22102	ATTN: TREASURY DEPT.	1600 TYSONS BLVD, #1400	US	VA	541000588	MAXIMUS INC	19970205	1-LAF	1	0930	10-K	20240930	2024	FY	20241121	2024-11-21 14:19:00.0	0	1	mms-20240930_htm.xml	1	
0001144980-24-000148	1144980	ASBURY AUTOMOTIVE GROUP INC	5500	US	GA	DULUTH	30097	2905 PREMIERE PARKWAY NW	SUITE 300	770-418-8200	US	GA	DULUTH	30097	2905 PREMIERE PARKWAY NW	SUITE 300	US	DE	010609375			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 16:18:00.0	0	1	abg-20240930_htm.xml	1	
0001628280-24-045686	1498828	HOWARD HUGHES CORP	6798	US	TX	THE WOODLANDS	77380	9950 WOODLOCH FOREST DR.	SUITE 1100	281-929-7700	US	TX	THE WOODLANDS	77380	9950 WOODLOCH FOREST DR.	SUITE 1100	US	DE	364673192	SPINCO, INC.	20100811	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:01:00.0	0	1	hhc-20240930_htm.xml	1	
0001493152-24-048107	1883788	DIH HOLDING US, INC.	3841	US	MA	NORWELL	02061	77 ACCORD PARK DRIVE, SUITE D-1		877-944-2200	US	MA	NORWELL	02061	77 ACCORD PARK DRIVE, SUITE D-1		US	DE	000000000	AURORA TECHNOLOGY ACQUISITION CORP.	20210917	4-NON	0	0331	POS AM	20240930			20241129	2024-11-29 09:01:00.0	0	1	formposam_htm.xml	1	
0000036104-24-000072	36104	US BANCORP DE	6021	US	MN	MINNEAPOLIS	55402-7020	U.S. BANCORP	800 NICOLLET MALL	651-466-3000	US	MN	MINNEAPOLIS	55402-7020	U.S. BANCORP	800 NICOLLET MALL	US	DE	410255900	FIRST BANK SYSTEM INC	19920703	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241105	2024-11-05 16:54:00.0	0	1	usb-20240930_htm.xml	1	
0001632127-24-000125	1632127	CABLE ONE, INC.	4841	US	AZ	PHOENIX	85012	210 E. EARLL DRIVE		602-364-6000	US	AZ	PHOENIX	85012	210 E. EARLL DRIVE		US	DE	133060083			1-LAF	0	1231	10-Q/A	20240630	2024	Q2	20241002	2024-10-01 19:18:00.0	0	1	cabo-20240630_htm.xml	1	
0000950170-24-115082	1752828	CELULARITY INC	2834	US	NJ	FLORHAM PARK	07932	170 PARK AVE		(908) 768-2170	US	NJ	FLORHAM PARK	07932	170 PARK AVE		US	DE	831702591	GX ACQUISITION CORP.	20180912	4-NON	0	1231	10-Q	20240331	2024	Q1	20241016	2024-10-16 17:25:00.0	0	1	celu-20240331_htm.xml	1	
0000798354-24-000190	798354	FISERV INC	7389	US	WI	MILWAUKEE	53203	600 N. VEL R. PHILLIPS AVENUE		2628795000	US	WI	MILWAUKEE	53203	600 N. VEL R. PHILLIPS AVENUE		US	WI	391506125			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241023	2024-10-23 07:06:00.0	0	1	fisv-20240930_htm.xml	1	
0001096906-24-002215	775057	ALTEX INDUSTRIES INC	1311	US	CO	DENVER	80206-4084	700 COLORADO BLVD	#273	3032659312	US	CO	DENVER	80206-4084	700 COLORADO BLVD	#273	US	DE	840989164			4-NON	0	0930	10-K	20240930	2024	FY	20241129	2024-11-29 17:04:00.0	0	1	altx-20240930_htm.xml	1	
0000746838-24-000030	746838	UNISYS CORP	7373	US	PA	BLUE BELL	19422	801 LAKEVIEW DRIVE, SUITE 100		2159864011	US	PA	BLUE BELL	19422	801 LAKEVIEW DRIVE, SUITE 100		US	DE	380387840	BURROUGHS CORP /DE/	19861204	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 16:34:00.0	0	1	uis-20240930_htm.xml	1	
0001057706-24-000014	1057706	FIRST BANCORP /PR/	6022	PR		SAN JUAN	00908-0146	1519 PONCE DE LEON AVE	SANTURCE	7877298200	PR		SAN JUAN	00908-0146	1519 PONCE DE LEON AVE	PO BOX 9146	PR		660561882			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-08 14:31:00.0	0	1	fbp-20240930_htm.xml	1	
0001558370-24-014631	1049606	COMPX INTERNATIONAL INC	3420	US	TX	DALLAS	75240-2620	5430 LBJ FREEWAY	SUITE 1700	9724481400	US	TX	DALLAS	75240-2620	5430 LBJ FREEWAY	SUITE 1700	US	DE	570981653			4-NON	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:16:00.0	0	1	cix-20240930x10q_htm.xml	1	
0001558370-24-015707	1410428	XWELL, INC.	7200	US	NY	NEW YORK	10001	254 WEST 31ST STREET	11TH FLOOR	212 750-9595	US	NY	NEW YORK	10001	254 WEST 31ST STREET	11TH FLOOR	US	DE	000000000	XPRESSPA GROUP, INC.	20180105	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:06:00.0	0	1	xwel-20240930x10q_htm.xml	1	
0001437749-24-036821	15847	BUTLER NATIONAL CORP	7990	US	KS	NEW CENTURY	66031	ONE AERO PLAZA		9137809595	US	KS	NEW CENTURY	66031	ONE AERO PLAZA		US	DE	410834293	NATIONAL CONNECTOR CORP	19701009	4-NON	0	0430	10-Q	20241031	2025	Q2	20241206	2024-12-06 06:02:00.0	0	1	buks20241031_10q_htm.xml	1	
0001437749-24-034310	101594	US ENERGY CORP	1311	US	TX	HOUSTON	77057	1616 S. VOSS, SUITE 725		303 993 3200	US	TX	HOUSTON	77057	1616 S. VOSS, SUITE 725		US	WY	830205516	WESTERN STATES MINING INC	19851229	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 07:01:00.0	0	1	useg20240930_10q_htm.xml	1	
0001213900-24-098435	1947861	NATURE'S MIRACLE HOLDING INC.	3523	US	CA	UPLAND	91786	858 NORTH CENTRAL AVENUE		888-420-3694	US	CA	UPLAND	91786	858 NORTH CENTRAL AVENUE				000000000	LBBB MERGER CORP.	20220922	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:11:00.0	0	1	ea0220998-10q_natures_htm.xml	1	
0001640334-24-001652	1951051	JAAG ENTERPRISES LTD.	2300	CA	AB	CALGARY	T2N 1L1	1716 13 AVENUE NW		(403) 616 - 7221	CA	AB	CALGARY	T2N 1L1	1716 13 AVENUE NW		US	NV	384210123			4-NON	0	0630	10-Q	20240930	2025	Q1	20241108	2024-11-08 10:58:00.0	0	1	jaag_10q_htm.xml	1	
0000916365-24-000110	916365	TRACTOR SUPPLY CO /DE/	5200	US	TN	BRENTWOOD	37027	5401 VIRGINIA WAY		6154404600	US	TN	BRENTWOOD	37027	5401 VIRGINIA WAY		US	DE	133139732			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:40:00.0	0	1	tsco-20240928_htm.xml	1	
0001708035-24-000117	1708035	ECOVYST INC.	2800	US	PA	MALVERN	19355	300 LINDENWOOD DRIVE		484-617-1200	US	PA	MALVERN	19355	300 LINDENWOOD DRIVE		US	DE	813406833	PQ GROUP HOLDINGS INC.	20170531	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241101	2024-11-01 16:07:00.0	0	1	ecvt-20240930_htm.xml	1	
0000950170-24-119514	1424182	BROADSTONE NET LEASE, INC.	6798	US	NY	VICTOR	14564	207 HIGH POINT DRIVE		585-287-6500	US	NY	VICTOR	14564	207 HIGH POINT DRIVE				261516177	BROADSTONE NET LEASE INC	20080116	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 16:03:00.0	0	1	bnl-20240930_htm.xml	1	
0000950170-24-127209	1814215	NUBURU, INC.	3690	US	CO	CENTENNIAL	80112	7442 S TUSCON WAY	SUITE 130	(720) 767-1400	US	CO	CENTENNIAL	80112	7442 S TUSCON WAY	SUITE 130	US	DE	000000000	TAILWIND ACQUISITION CORP.	20200604	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 17:18:00.0	0	1	buru-20240930_htm.xml	1	
